Date,sigma_2ratio_equi,sigma_3ratio_equi
2021-01-04,0.4279070537727443,0.01816054545754355
2021-01-05,0.5095223035932909,0.031293850500235185
2021-01-06,0.5427617775363347,0.040333874693364906
2021-01-07,0.5317436721028083,0.03167455838533881
2021-01-08,0.6014719147061163,0.06867054534224441
2021-01-11,0.5232748974416626,0.030502200847085163
2021-01-12,0.5631564014348006,0.05423854320286775
2021-01-13,0.5488242049486192,0.03966034803919834
2021-01-14,0.5787364423199536,0.06966759516655253
2021-01-15,0.5912117089200808,0.13156718294881625
2021-01-18,0.561327757263939,0.04386819932199343
2021-01-19,0.5593991416148997,0.052405500566585134
2021-01-20,0.56095605872622,0.05688511899850571
2021-01-21,0.646896349777776,0.10200665876927921
2021-01-22,0.6038053071574274,0.07623771397704715
2021-01-25,0.5557606939737044,0.04831505693082473
2021-01-26,0.5775112331737046,0.09928736773823474
2021-01-27,0.5298407073744927,0.04169135457312822
2021-01-28,0.4688638375708567,0.021814079732921585
2021-01-29,0.6174864601347401,0.11974737659200137
2021-02-01,0.5669237150749415,0.05695664055366715
2021-02-02,0.5449999257626363,0.04048254216611522
2021-02-03,0.5914170712448834,0.06517873741191499
2021-02-04,0.6017498702188642,0.08907251949219566
2021-02-05,0.648855361208257,0.10294909879686942
2021-02-08,0.5939416548333916,0.053377391000758036
2021-02-09,0.5804216127765831,0.06922972045197348
2021-02-10,0.6175930654724497,0.07444104853559133
2021-02-11,0.5938274652342287,0.11699235080136386
2021-02-12,0.6498597670833167,0.13117412162265496
2021-02-15,0.4139720110090198,0.014612440099751572
2021-02-16,0.5845091948200328,0.055475039721266786
2021-02-17,0.6076139619388894,0.08541931424198382
2021-02-18,0.5906671488628704,0.06666062818262893
2021-02-19,0.612276412431321,0.09090878736266544
2021-02-22,0.5782860505021792,0.08265412610342912
2021-02-23,0.5520215608919438,0.07210125693289623
2021-02-24,0.600705502690937,0.07739982221757652
2021-02-25,0.619050229880717,0.09936663886876494
2021-02-26,0.6346363815413004,0.11627988334769665
2021-03-01,0.589494003762816,0.07056374066238967
2021-03-02,0.5984830213092324,0.05160287297657203
2021-03-03,0.5849180401632326,0.08229960359842711
2021-03-04,0.6445587707050225,0.11487627341727524
2021-03-05,0.6606417547643035,0.1478280489838732
2021-03-08,0.6032630900297197,0.07868364526759726
2021-03-09,0.5783333596186374,0.07371625504639043
2021-03-10,0.6007632981906246,0.07284923127060304
2021-03-11,0.5940585175570844,0.10291759744152251
2021-03-12,0.6890977845987225,0.16923277337045942
2021-03-15,0.5785244443737269,0.10523103307224954
2021-03-16,0.5995494978112361,0.08875942856199262
2021-03-17,0.5997311479887223,0.11843797288640304
2021-03-18,0.6197620127423964,0.12536496755871482
2021-03-19,0.6664161427550731,0.10992109131679315
2021-03-22,0.5803548847305126,0.06757912031221021
2021-03-23,0.6267345789224209,0.10603558330862403
2021-03-24,0.6378565768926439,0.13380775341374362
2021-03-25,0.643271800543208,0.1209073020998484
2021-03-26,0.6755368227057182,0.1284838333484696
2021-03-29,0.6125879311424095,0.09768848677686993
2021-03-30,0.6581435748190139,0.12470260034346041
2021-03-31,0.443016682742071,0.021722119007021284
2021-04-01,0.6699424739727333,0.16557529597001053
2021-04-02,0.6871909428047488,0.14553935428234943
2021-04-05,0.6453511702675242,0.09663029990279183
2021-04-06,0.6232002816760416,0.07872767180437117
2021-04-07,0.676206515215815,0.09713584344992784
2021-04-08,0.6617549749742033,0.09012678608685398
2021-04-09,0.7061634758253919,0.08113008594111681
2021-04-12,0.5801453396273334,0.06286630215717857
2021-04-13,0.6170798428428305,0.06129958844363638
2021-04-14,0.6315727316180246,0.0836185509107537
2021-04-15,0.6577237863963671,0.09167498977263885
2021-04-16,0.6922901070098121,0.08922783664092734
2021-04-19,0.572034998720183,0.053077838073679315
2021-04-20,0.6170191831176541,0.07032136204190141
2021-04-21,0.6222407661147038,0.07770934313861241
2021-04-22,0.6268437486562645,0.06811525252286567
2021-04-23,0.6075524111824714,0.0572622876326649
2021-04-26,0.5509473190149481,0.04833822792188586
2021-04-27,0.6183823935247177,0.06117628899361069
2021-04-28,0.6326806612520087,0.06436132441375099
2021-04-29,0.6367146825970625,0.06642366538171908
2021-04-30,0.832584074124604,0.10130031119323075
2021-05-03,0.6314306163166685,0.06078121063402939
2021-05-04,0.6440774193483271,0.08025573755830284
2021-05-05,0.6460295714658284,0.09442746850625347
2021-05-06,0.674134240767419,0.079866302642032
2021-05-07,0.6967310287590158,0.10023691848027325
2021-05-10,0.6098562452448156,0.07368697587679443
2021-05-11,0.6216320070853062,0.08157384715278741
2021-05-12,0.6635415090630535,0.11704172069665665
2021-05-13,0.6484264365889254,0.07576838838540516
2021-05-14,0.7001719525788115,0.09206050618615408
2021-05-17,0.6184399044420448,0.0739840147701853
2021-05-18,0.6422816123794095,0.06639522839008329
2021-05-19,0.6495841738063163,0.08882469967225437
2021-05-20,0.661597157774944,0.06254855432150873
2021-05-21,0.7016095293137092,0.08039700201808589
2021-05-24,0.6184547329603561,0.05947736940390821
2021-05-25,0.6446364220009466,0.07729269901780661
2021-05-26,0.6403214206768664,0.07679348832809064
2021-05-27,0.6803278736897722,0.09034037231869711
2021-05-28,0.694007082016032,0.09007553043229852
2021-06-01,0.6627809480389522,0.07179608620586753
2021-06-02,0.63547701387385,0.10119216823000407
2021-06-03,0.6562330203034503,0.08886644919960758
2021-06-04,0.6936760881763614,0.06663056468692302
2021-06-07,0.5962929391296702,0.06256227622293029
2021-06-08,0.6302615729544617,0.07379941735320843
2021-06-09,0.6564079031657699,0.08744022600233677
2021-06-10,0.65552669456377,0.11969237604149618
2021-06-11,0.7033879650073174,0.09092915010075488
2021-06-14,0.6157155168910209,0.09365385569331876
2021-06-15,0.6759972925433205,0.06262573420548821
2021-06-16,0.7120749155426941,0.08554303406362375
2021-06-17,0.7029632079660755,0.09636658294486365
2021-06-18,0.744267052532961,0.11669718454206679
2021-06-21,0.6389333215485856,0.12025989738266754
2021-06-22,0.664369165665734,0.12107118293834863
2021-06-23,0.67203903853621,0.12753394448154792
2021-06-24,0.671588807202293,0.11209329404521515
2021-06-25,0.6843174782385274,0.1283405201108968
2021-06-28,0.648120483184188,0.10737477858175419
2021-06-29,0.6349662225966687,0.06638514096548016
2021-06-30,0.4570300647031342,0.024505984732725784
2021-07-01,0.721992889610455,0.09161976131413273
2021-07-02,0.7267596941712304,0.09911985340228907
2021-07-06,0.6804181459956683,0.06511110378407918
2021-07-07,0.6677423131560237,0.07486098782739775
2021-07-08,0.7117820730737267,0.07310178821825525
2021-07-09,0.7164908107585607,0.07860589397509775
2021-07-12,0.679395734993895,0.09723696290357833
2021-07-13,0.6443484293234278,0.07700680613508691
2021-07-14,0.6977327388187224,0.07843304826175894
2021-07-15,0.6823073136583323,0.09497101324060044
2021-07-16,0.7082598555970305,0.12624739834893306
2021-07-19,0.6544700860346443,0.055443895297278015
2021-07-20,0.6894973490774889,0.07559947873863665
2021-07-21,0.7148653610796697,0.08032583075152058
2021-07-22,0.7169531685856559,0.07926978186245805
2021-07-23,0.705457231957725,0.10211946984613657
2021-07-26,0.6558919274374725,0.06321227649595648
2021-07-27,0.6760560348771607,0.06635619102717569
2021-07-28,0.6551274641395396,0.07119840312959065
2021-07-29,0.6990590843386127,0.09145230483779851
2021-07-30,0.7274318747875588,0.07768240235516612
2021-08-02,0.640955302019677,0.049460925869097436
2021-08-03,0.6803139194692545,0.09205501350870572
2021-08-04,0.6836516654506675,0.07546588933525016
2021-08-05,0.6741589571778379,0.08632230045919444
2021-08-06,0.7086710618911072,0.08717293728363697
2021-08-09,0.6334964167289847,0.05643457320993495
2021-08-10,0.6539449564880883,0.10692897096978507
2021-08-11,0.6852898648326616,0.07835094616537296
2021-08-12,0.7039958021214585,0.07973804374089864
2021-08-13,0.7466475798953284,0.09582239318661198
2021-08-16,0.6363889566723377,0.05947720020983445
2021-08-17,0.6627917754094554,0.06456880244397734
2021-08-18,0.6825204919429846,0.07146012816140787
2021-08-19,0.6864604446225864,0.06613187866732785
2021-08-20,0.6893084146601938,0.09143280247499073
2021-08-23,0.6859945967552178,0.06290390532653123
2021-08-24,0.6654756742954979,0.06981056872967764
2021-08-25,0.6699788291639887,0.08430808148150773
2021-08-26,0.7204021458346649,0.09693770717375784
2021-08-27,0.7296558992196014,0.09981731484323575
2021-08-30,0.6530022436949676,0.051920779745534315
2021-08-31,0.6737161058027324,0.05544147846529585
2021-09-01,0.7111971737519505,0.080309282111155
2021-09-02,0.6981476249315516,0.06118330783865895
2021-09-03,0.7658756856179249,0.066744790814708
2021-09-07,0.670257220437967,0.05495004549392003
2021-09-08,0.7018500938843476,0.05816823194580839
2021-09-09,0.7217087573261916,0.06949689470681031
2021-09-10,0.7404355694421144,0.09947281395017298
2021-09-13,0.6746557775129569,0.06595570609615885
2021-09-14,0.7210435654750781,0.08504648635900526
2021-09-15,0.725747043076681,0.07903814997634952
2021-09-16,0.6830454835697508,0.10354456395226005
2021-09-17,0.7055785552350814,0.11061224407959759
2021-09-20,0.6885389895491419,0.07483233389645705
2021-09-21,0.6756054097508916,0.06301686328756742
2021-09-22,0.7148210891905874,0.06444522948481518
2021-09-23,0.7304177863626198,0.07484933518179863
2021-09-24,0.7441692774161865,0.07710306121944067
2021-09-27,0.6556152896846629,0.07802546076036644
2021-09-28,0.6773982127530125,0.08251177544833849
2021-09-29,0.7106769320056958,0.07890362108099211
2021-09-30,0.5866421103301365,0.053979980478009906
2021-10-01,0.8110122702024669,0.1321692540310992
2021-10-04,0.6554209115832688,0.0670166457507677
2021-10-05,0.7148977990559857,0.08442432630509293
2021-10-06,0.69974947256888,0.08767958490669694
2021-10-07,0.6945705054726601,0.1444331995179667
2021-10-08,0.7498195117824582,0.08049697203925571
2021-10-11,0.6671712249367037,0.07436498547591074
2021-10-12,0.6926669475909101,0.09115741383384658
2021-10-13,0.7184872310359242,0.08151355783966047
2021-10-14,0.7283503272324493,0.07193435317175957
2021-10-15,0.7216710471759611,0.15999578220112512
2021-10-18,0.6934847291500027,0.08198666249583715
2021-10-19,0.6988226723314449,0.07044831169754995
2021-10-20,0.6914588896176332,0.1091814049806187
2021-10-21,0.6940018740887073,0.10255407959104722
2021-10-22,0.761536837624869,0.09945787094537674
2021-10-25,0.6063779220022314,0.05218582579918743
2021-10-26,0.6854304190462235,0.060094475722136505
2021-10-27,0.7111981303728921,0.08515700505291401
2021-10-28,0.7173198421990085,0.10285199133261924
2021-10-29,0.74009372795761,0.09927823951240791
2021-11-01,0.634555426306497,0.09922407774821247
2021-11-02,0.6949854148252614,0.06829383487542555
2021-11-03,0.715185311806202,0.10619694172158065
2021-11-04,0.72656767884307,0.09060213749300196
2021-11-05,0.7557116391078329,0.09173160469232773
2021-11-08,0.679410937965265,0.08463220991964507
2021-11-09,0.6881369704747023,0.07552745273738493
2021-11-10,0.7346391230282437,0.07425938563358984
2021-11-11,0.7524628347830378,0.07319199940178664
2021-11-12,0.765087510261973,0.10188179869749203
2021-11-15,0.6707094739339029,0.09373894808688578
2021-11-16,0.7089469006398909,0.11941528214311153
2021-11-17,0.7042935855552465,0.12373313056721622
2021-11-18,0.6911998261019667,0.1744717410648469
2021-11-19,0.6755525283448314,0.1813919726318032
2021-11-22,0.6937250194496184,0.11532843212264372
2021-11-23,0.7123945822970601,0.14482663279797425
2021-11-24,0.7289328501418165,0.11395099025626025
2021-11-29,0.6813299417477985,0.11029586294377756
2021-11-30,0.6711771153493354,0.13983487167522995
2021-12-01,0.7037936473762553,0.1303070193719405
2021-12-02,0.6523133036582786,0.1928674916228399
2021-12-03,0.6607460594048129,0.17176563115755175
2021-12-06,0.6558937151789107,0.11037654607397053
2021-12-07,0.6669022652734458,0.1625290796383367
2021-12-08,0.6608294677494138,0.16717334738711334
2021-12-09,0.6811617530213717,0.16727245645740157
2021-12-10,0.7075793890158352,0.15385425749606513
2021-12-13,0.6453031806003952,0.10995037330963695
2021-12-14,0.6553430710367251,0.1636645813340765
2021-12-15,0.6958236690984975,0.1325332631296304
2021-12-16,0.6682959085267403,0.19081237460863704
2021-12-17,0.6773637761161688,0.20561030383415788
2021-12-20,0.6683590222206955,0.10809819937919571
2021-12-21,0.6568813312459015,0.1446260703207612
2021-12-22,0.6895596936309261,0.10407792503456564
2021-12-23,0.6997848286181072,0.08564876333613611
2021-12-27,0.6180896251525686,0.0385911754549628
2021-12-28,0.6258405862837526,0.1099591755390251
2021-12-29,0.6697804670187488,0.07362365884798369
2021-12-30,0.6970078646708541,0.12076334915846083
