Date,sigma_2ratio_equi,sigma_3ratio_equi,Sigma_2ratio,Sigma_3ratio
2021-03-01,0.1918662312422326,0.47836118954018797,0.14612326043737575,0.6088469184890656
2021-03-02,0.23160580414590481,0.35078747692277457,0.1497077864578209,0.6004840709183573
2021-03-03,0.17129784583498445,0.5678811284251644,0.14315238618911283,0.6084071215942056
2021-03-04,0.19765670072791855,0.5929203761561422,0.14512652381038638,0.6016084916767801
2021-03-05,0.17219148333531112,0.6959053808543654,0.14647472599378375,0.6063307704891215
2021-03-08,0.22618233343950203,0.5018130396940572,0.1462687802657175,0.6127643723355821
2021-03-09,0.20220478496264652,0.5139332025032565,0.14418538699941255,0.6072680130451517
2021-03-10,0.23308134852875823,0.4443762657355,0.1459989554923693,0.6085997794928335
2021-03-11,0.15667935069273142,0.6187932869742053,0.14858378219925983,0.6081675277564033
2021-03-12,0.1644828466911423,0.7190631130769835,0.14804477935932026,0.6040096753186343
2021-03-15,0.16977946868193455,0.5738412466914119,0.14073435759473718,0.6206940036570756
2021-03-16,0.1557395676206834,0.6109653866942015,0.14405628245454039,0.6061531016769343
2021-03-17,0.16742214319033702,0.6623182510861239,0.14540862348908534,0.6127728666786938
2021-03-18,0.21400768288744768,0.6247736219995496,0.1463266198817063,0.6054087978547384
2021-03-19,0.173472362177151,0.682780520756061,0.14961201186045045,0.6074380165289256
2021-03-22,0.20462488609889282,0.49361399331921996,0.1464796383602041,0.6142832198358652
2021-03-23,0.1587704385571986,0.6795432336665745,0.14644793597450068,0.6021618999774803
2021-03-24,0.1753596026295352,0.6901989992985579,0.14353879571270875,0.6092297831428266
2021-03-25,0.17081702622309378,0.6471559503925799,0.14564867732110467,0.6084494028267342
2021-03-26,0.1752512794946591,0.6889118750664998,0.14781880647862114,0.6091895949418252
2021-03-29,0.2011651286529281,0.5352742316898036,0.14395933889132662,0.6138108819657745
2021-03-30,0.19827868279777577,0.6022773389796968,0.14534278491052396,0.6067515986714916
2021-03-31,0.26187687842509155,0.17961442468085542,0.14223384314899112,0.6123143320679825
2021-04-01,0.1597436853985732,0.7364981742517103,0.1476426606146337,0.6078717880959413
2021-04-02,0.1378187038256276,0.8080653705504001,0.14117407789415576,0.6244316283394105
2021-04-05,0.1590045197426366,0.5723244366506296,0.1396288746749139,0.6295424193435017
2021-04-06,0.13330510548869018,0.6859257801171094,0.13913212687293247,0.6207433352792372
2021-04-07,0.15052898090122369,0.7699522594290159,0.13978074786003905,0.6242829253641687
2021-04-08,0.13426953760872573,0.7612519515700873,0.13686601989438782,0.6274560972614516
2021-04-09,0.13306077267361413,0.7851799362586843,0.14001638896476373,0.6282709642174269
2021-04-12,0.18681187976842176,0.5520890713164769,0.1391359712364937,0.6336959982022808
2021-04-13,0.14919329005893336,0.6414935323678653,0.1386923681602242,0.6215523428688609
2021-04-14,0.14500639537535703,0.5948282436090083,0.1395014303228443,0.6215284021250511
2021-04-15,0.15642355925956614,0.646148197360701,0.1382526620720391,0.623187483088481
2021-04-16,0.1426538050725317,0.7297599616921749,0.14367436743674367,0.6205858085808581
2021-04-19,0.1605880332240816,0.4761768879527817,0.13999443878023912,0.6310872184632496
2021-04-20,0.1579821076042302,0.5641568690993083,0.14011593044173495,0.6215270837497502
2021-04-21,0.16782622265164857,0.6041360389009048,0.13951021681484949,0.63097800655124
2021-04-22,0.13682614617180427,0.620907710112562,0.1397774574431901,0.6277838065467032
2021-04-23,0.17478841225732636,0.6178404551239972,0.14177142857142858,0.6288428571428571
2021-04-26,0.16340726562031616,0.5104789522112351,0.1389026024402285,0.632943084843783
2021-04-27,0.17813414995969715,0.4985963213203041,0.1396998355263158,0.6251027960526315
2021-04-28,0.1570667426018724,0.4961218725363012,0.1386208899357878,0.626456067890678
2021-04-29,0.14162479323352078,0.6750009115357625,0.14138890645752958,0.6192207956485991
2021-04-30,0.07217781735697815,0.9278221826430219,0.14444657586802226,0.6205776766874024
2021-05-03,0.20758890992392226,0.48449624329738933,0.14047068711914268,0.6289136373187645
2021-05-04,0.15404656134077382,0.6114442116379314,0.1400304897414724,0.6224194880264244
2021-05-05,0.14989108904773704,0.6278329032077152,0.13908909212040457,0.6298074011265217
2021-05-06,0.16705967543707734,0.607959311376918,0.14121094044976062,0.621358343527706
2021-05-07,0.12928592518614282,0.7559443861930677,0.14236070131266637,0.6237853574098116
2021-05-10,0.1514949039659761,0.5253026577278744,0.1351046834272261,0.643033717312705
2021-05-11,0.14472505074867192,0.6017172892010355,0.13516631417035185,0.6314170351855413
2021-05-12,0.15804213159682232,0.7304029559975002,0.14226745320544573,0.6233169721259062
2021-05-13,0.1274931171671168,0.6723283560264258,0.13502023702064467,0.6339283114462918
2021-05-14,0.13566085588527477,0.742188182026405,0.13994583433888397,0.6338589011342611
2021-05-17,0.1683497196928784,0.5240997765154621,0.13633635636169644,0.6353694318484929
2021-05-18,0.15542234522965123,0.5538463023430155,0.1386878577172319,0.6308121659334942
2021-05-19,0.16480352834827852,0.6626865399603943,0.13640158472350825,0.6310205072936748
2021-05-20,0.19418419078713847,0.5871483668883097,0.13896747346834912,0.6273294714625713
2021-05-21,0.1355140422159526,0.7354125623845365,0.14135239719289042,0.6304978028464616
2021-05-24,0.16448246874980704,0.4936098168733306,0.1350280620666887,0.640756025090789
2021-05-25,0.139695966414049,0.6155831920162645,0.13563932551274324,0.6375017387675616
2021-05-26,0.15619213250540773,0.6486033540921184,0.1392070232631293,0.6260455539827564
2021-05-27,0.13018755026759268,0.7130528884622503,0.1386873216469629,0.6209947003668976
2021-05-28,0.11293200334111489,0.8139121082046724,0.13684263474258695,0.6413319584517492
2021-06-01,0.19004153102875965,0.5860233542944743,0.13793310334483275,0.6286185690715465
2021-06-02,0.13980075695217842,0.6815972124145899,0.13768788272406754,0.6307292633141585
2021-06-03,0.14296465637062922,0.7163620928270235,0.1359601524890781,0.6301444194006177
2021-06-04,0.1621118580972255,0.6439347890892542,0.1359082554557457,0.636827254135494
2021-06-07,0.17920697579084066,0.4947425253168264,0.13248752431700922,0.6473991372748034
2021-06-08,0.13213954023658112,0.65748586002104,0.13419612062146,0.6376293389868051
2021-06-09,0.14431500726264074,0.678102459588916,0.12810488963733685,0.6493203825103747
2021-06-10,0.13950395234960275,0.7533975384659799,0.1307079039804113,0.6415735086210665
2021-06-11,0.12740664016532957,0.7985590094877149,0.1311599594183294,0.6513358133243152
2021-06-14,0.15594686806286986,0.6378831929920452,0.1298592493297587,0.6560991957104557
2021-06-15,0.16353061572990282,0.6563789788970161,0.1245477051990097,0.6532382110367256
2021-06-16,0.1637817937266651,0.6963970686699563,0.13142796989315228,0.6435338702036949
2021-06-17,0.13617420472194772,0.813800490788681,0.13101780611123323,0.646063129582455
2021-06-18,0.15345242294414954,0.7902468709152634,0.13198790033943705,0.6500912092733276
2021-06-21,0.160588966358811,0.6650606652262137,0.12819895224905162,0.6557927380020473
2021-06-22,0.15428399053708702,0.7408310950833005,0.12639776081142873,0.6521359586526071
2021-06-23,0.15714382567405846,0.7522857738325245,0.13058071390516782,0.6459509856153436
2021-06-24,0.1412068429091263,0.7348121009703608,0.1296137562014598,0.648796072625263
2021-06-25,0.14285649333104367,0.8118563404253984,0.13124053553830253,0.6536427661466722
2021-06-28,0.19673362755707197,0.6267177754236034,0.12760306457497264,0.6560817219992703
2021-06-29,0.14511981328965778,0.640446930215556,0.12752747252747254,0.6550549450549451
2021-06-30,0.251987890758948,0.17518533930578883,0.1267812887236679,0.6525712515489467
2021-07-01,0.13198538642426408,0.7314232420932955,0.1270283148998069,0.6573621247460688
2021-07-02,0.13251249384745875,0.839329545784798,0.12653756854221213,0.6731215728893939
2021-07-06,0.1978640786790184,0.6039276981891417,0.12588951444657198,0.6631705295647452
2021-07-07,0.14006054685203018,0.710234602865284,0.1230185611705731,0.6653976425958542
2021-07-08,0.15587828866692094,0.7558176655995242,0.12536363280587554,0.6585699936078897
2021-07-09,0.13112840343477916,0.7380258933377248,0.12720075766774327,0.6654362660579421
2021-07-12,0.16426875890006812,0.6537040950837427,0.12450881973325685,0.6647927721210383
2021-07-13,0.16731275976941368,0.6394480484728595,0.12695069411201532,0.6574027217397251
2021-07-14,0.1560085848684401,0.6482545386109448,0.1280372852953498,0.6540505865102639
2021-07-15,0.13819470444069865,0.7433385030223996,0.12550572223940612,0.6612063099288586
2021-07-16,0.12080274451206177,0.8265425286909306,0.12498370756561408,0.6651934356300728
2021-07-19,0.1903273257699672,0.5342907430142451,0.1205144603140766,0.6719675975271797
2021-07-20,0.17838497211332224,0.6619130932351712,0.12320020679850072,0.6626987204342768
2021-07-21,0.16623997693927156,0.6802391293880999,0.11952416433287942,0.6672361963978315
2021-07-22,0.14541466037035597,0.744452490705545,0.12346646114192579,0.657864480018194
2021-07-23,0.13692571712287524,0.7786576598293955,0.12408437644877145,0.6681154381084841
2021-07-26,0.19140839150898126,0.5439101339928939,0.12189973614775726,0.671943711521548
2021-07-27,0.17213220934727033,0.5950202116267165,0.12047205376167841,0.6681281757089002
2021-07-28,0.13746207839947078,0.6915791625443171,0.12167578364687912,0.6679765526064989
2021-07-29,0.15338666587999372,0.7525813101700254,0.12224471295341935,0.6639884759149105
2021-07-30,0.14317737739228142,0.7840715057908494,0.12503249285157264,0.6726020275539382
2021-08-02,0.1674094201069898,0.5713010977183554,0.1179648938345162,0.6772101988959958
2021-08-03,0.15084037739584952,0.6678048044109708,0.12029022574609285,0.6730383512593051
2021-08-04,0.1506849142916427,0.7195830541986884,0.11973047457046034,0.6724553977609874
2021-08-05,0.13735162148201702,0.7657512787159295,0.12029297933764482,0.6725539881245036
2021-08-06,0.11236048371607678,0.8295543257683704,0.12156403652540389,0.6797237180988059
2021-08-09,0.15517908504196382,0.576868634896686,0.12092207754879135,0.6795723031818574
2021-08-10,0.15632724989618607,0.6812933200888135,0.12055304440308429,0.6702738633342197
2021-08-11,0.1544207625334269,0.6453849777336996,0.12140837702855861,0.6700501924250538
2021-08-12,0.14270375174521344,0.7196058360524048,0.12440964768278823,0.6670160373784568
2021-08-13,0.12981413797207716,0.7917981445596458,0.12541769027465682,0.6737416898555112
2021-08-16,0.14754681005030076,0.6113461792188445,0.12052662408301024,0.6805667903266297
2021-08-17,0.14190318502497862,0.6948739674286017,0.12204547497079177,0.6734968994338096
2021-08-18,0.1294292401105912,0.7500229863154119,0.1231902725539698,0.6657607295584522
2021-08-19,0.11629946703781735,0.6736551932132405,0.12396009740781487,0.6652904310419422
2021-08-20,0.09673493289637934,0.8392447189154941,0.1280553652504093,0.6732660620768935
2021-08-23,0.2049372846294003,0.6039077654915211,0.12414862863992103,0.6749206796869491
2021-08-24,0.13432862855831543,0.7137664267969007,0.1217152209492635,0.6736890343698855
2021-08-25,0.11051808284597935,0.7448452961345234,0.12305487820206641,0.6745644686895096
2021-08-26,0.0941987331352711,0.7922785929701529,0.1269845167786059,0.6656557346856083
2021-08-27,0.06591839716393003,0.8681010765020463,0.12776446579457254,0.6738245646217168
2021-08-30,0.1720081663690414,0.5854599833239954,0.11834022815594836,0.6839246166060758
2021-08-31,0.13184832044181716,0.6247127677696466,0.12171518286876175,0.6757007180912671
